Row ID;Ship Date;Customer Name;City;State;Postal Code;Region;Category;Sub-Category;Product Name;Sales;Quantity
2680;2017-01-27;Mick Hernandez;Jackson;Michigan;49201;Central;Office Supplies;Binders;Avery Durable Binders;14,4;5
2681;2017-01-27;Mick Hernandez;Jackson;Michigan;49201;Central;Technology;Accessories;Logitech G19 Programmable Gaming Keyboard;619,95;5
2682;2017-01-27;Mick Hernandez;Jackson;Michigan;49201;Central;Office Supplies;Binders;Avery Flip-Chart Easel Binder, Black;89,52;4
2683;2017-01-27;Mick Hernandez;Jackson;Michigan;49201;Central;Technology;Machines;I.R.I.S IRISCard Anywhere 5 Card Scanner;350,973;3
2684;2017-01-27;Mick Hernandez;Jackson;Michigan;49201;Central;Technology;Phones;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;164,99;1
2685;2017-07-06;Carol Triggs;Los Angeles;California;90004;West;Office Supplies;Binders;Satellite Sectional Post Binders;312,552;9
2686;2016-09-11;Karl Braun;Thomasville;North Carolina;27360;South;Office Supplies;Envelopes;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;95,952;3
2687;2016-09-11;Karl Braun;Thomasville;North Carolina;27360;South;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;3,204;2
2688;2016-08-05;Ralph Arnett;Peoria;Illinois;61604;Central;Office Supplies;Binders;Ibico Presentation Index for Binding Systems;3,98;5
2689;2015-11-14;Yoseph Carroll;Los Angeles;California;90032;West;Office Supplies;Paper;"Adams ""While You Were Out"" Message Pads";15,7;5
2690;2014-07-02;Russell Applegate;Chicago;Illinois;60653;Central;Office Supplies;Art;BIC Brite Liner Grip Highlighters;5,248;4
2691;2017-12-08;Charles McCrossin;Philadelphia;Pennsylvania;19134;East;Office Supplies;Binders;Storex Dura Pro Binders;5,346;3
2692;2016-09-02;Chad Sievert;Englewood;Colorado;80112;West;Office Supplies;Paper;Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book;15,48;3
2693;2016-09-02;Chad Sievert;Englewood;Colorado;80112;West;Technology;Phones;AT&T 17929 Lendline Telephone;108,576;3
2694;2016-01-28;Anthony Johnson;Seattle;Washington;98115;West;Furniture;Furnishings;"Contract Clock, 14"", Brown";109,9;5
2695;2014-10-20;Dan Lawera;Hialeah;Florida;33012;South;Furniture;Furnishings;"Executive Impressions 13"" Clairmont Wall Clock";15,384;1
2696;2016-02-09;Bobby Elias;Lancaster;Ohio;43130;East;Office Supplies;Paper;Xerox 1912;30,352;2
2697;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Technology;Machines;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;821,3;4
2698;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Technology;Machines;Cisco TelePresence System EX90 Videoconferencing Unit;22638,48;6
2699;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Office Supplies;Paper;Xerox 195;21,376;4
2700;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Office Supplies;Art;Avery Fluorescent Highlighter Four-Color Set;8,016;3
2701;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Furniture;Furnishings;"Executive Impressions 13"" Clairmont Wall Clock";30,768;2
2702;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Office Supplies;Fasteners;Staples;18,936;3
2703;2014-03-23;Sean Miller;Jacksonville;Florida;32216;South;Furniture;Furnishings;"Dana Fluorescent Magnifying Lamp, White, 36""";122,352;3
2704;2014-05-30;Resi Pölking;Baltimore;Maryland;21215;East;Office Supplies;Paper;Xerox 1944;116,28;3
2705;2017-07-13;Joy Daniels;New York City;New York;10009;East;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;132,6;6
2706;2017-06-21;Alejandro Ballentine;Carlsbad;New Mexico;88220;West;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;16,68;2
2707;2017-06-21;Alejandro Ballentine;Carlsbad;New Mexico;88220;West;Office Supplies;Paper;Xerox 215;19,44;3
2708;2017-06-21;Alejandro Ballentine;Carlsbad;New Mexico;88220;West;Office Supplies;Paper;Xerox 1885;192,16;4
2709;2015-02-06;Charles Crestani;Los Angeles;California;90049;West;Furniture;Furnishings;"Computer Room Manger, 14""";227,36;7
2710;2015-02-06;Charles Crestani;Los Angeles;California;90049;West;Technology;Machines;Bady BDG101FRU Card Printer;1919,976;3
2711;2015-12-15;Gary Hwang;Jacksonville;Florida;32216;South;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;12,828;2
2712;2017-10-11;Cathy Prescott;Lakewood;Ohio;44107;East;Furniture;Furnishings;Nu-Dell Leatherette Frames;45,888;4
2713;2017-08-01;Gary McGarr;Troy;New York;12180;East;Office Supplies;Art;Sanford Liquid Accent Highlighters;60,12;9
2714;2014-04-29;Lena Creighton;Wilmington;North Carolina;28403;South;Technology;Phones;AT&T CL2909;302,376;3
2715;2015-12-06;Beth Thompson;Seattle;Washington;98105;West;Office Supplies;Art;Prang Drawing Pencil Set;13,9;5
2716;2014-12-08;Cathy Prescott;New York City;New York;10024;East;Technology;Phones;Plantronics Voyager Pro HD - Bluetooth Headset;129,98;2
2717;2017-09-01;Steve Carroll;Columbus;Georgia;31907;South;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;71,98;2
2718;2014-09-13;Dennis Kane;New York City;New York;10024;East;Technology;Phones;AT&T EL51110 DECT;377,97;3
2719;2017-12-27;Sanjit Engle;Costa Mesa;California;92627;West;Office Supplies;Storage;Fellowes Mobile File Cart, Black;124,36;2
2720;2014-12-08;Luke Foster;Houston;Texas;77095;Central;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;23,976;3
2721;2014-11-08;Odella Nelson;Cary;North Carolina;27511;South;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;8,376;3
2722;2014-11-08;Odella Nelson;Cary;North Carolina;27511;South;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Surge Suppressor;58,24;5
2723;2016-04-19;Tom Boeckenhauer;Alexandria;Virginia;22304;South;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;81,2;5
2724;2014-10-08;David Flashing;Vallejo;California;94591;West;Office Supplies;Labels;Avery 512;14,45;5
2725;2014-10-08;David Flashing;Vallejo;California;94591;West;Office Supplies;Binders;GBC Recycled Regency Composition Covers;95,648;2
2726;2017-11-13;Emily Phan;Philadelphia;Pennsylvania;19120;East;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;359,97;5
2727;2017-11-13;Emily Phan;Philadelphia;Pennsylvania;19120;East;Furniture;Tables;Bevis Rectangular Conference Tables;350,352;4
2728;2017-12-24;Sally Knutson;Toledo;Ohio;43615;East;Office Supplies;Binders;Angle-D Ring Binders;1,641;1
2729;2017-12-24;Sally Knutson;Toledo;Ohio;43615;East;Technology;Phones;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;629,958;7
2730;2017-02-19;Fred Harton;Seattle;Washington;98105;West;Office Supplies;Art;Newell 311;6,63;3
2731;2017-02-19;Fred Harton;Seattle;Washington;98105;West;Technology;Accessories;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;799,96;4
2732;2017-02-19;Fred Harton;Seattle;Washington;98105;West;Furniture;Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";107,53;1
2733;2014-07-06;Eric Hoffmann;Plainfield;New Jersey;7060;East;Technology;Phones;Logitech B530 USB Headset - headset - Full size, Binaural;73,98;2
2734;2014-07-06;Eric Hoffmann;Plainfield;New Jersey;7060;East;Office Supplies;Art;DIXON Ticonderoga Erasable Checking Pencils;5,58;1
2735;2015-02-23;Joe Elijah;Las Cruces;New Mexico;88001;West;Office Supplies;Paper;Easy-staple paper;49,12;4
2736;2015-11-19;Ken Lonsdale;Newark;Delaware;19711;East;Technology;Phones;BlackBerry Q10;377,97;3
2737;2015-11-19;Ken Lonsdale;Newark;Delaware;19711;East;Office Supplies;Paper;Adams Telephone Message Books, 5 1/4” x 11”;42,28;7
2738;2015-11-19;Ken Lonsdale;Newark;Delaware;19711;East;Furniture;Bookcases;Bestar Classic Bookcase;299,97;3
2739;2015-11-19;Ken Lonsdale;Newark;Delaware;19711;East;Technology;Phones;Innergie mMini Combo Duo USB Travel Charging Kit;89,98;2
2740;2017-04-18;Edward Becker;Hoover;Alabama;35244;South;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;477,24;4
2741;2017-04-18;Edward Becker;Hoover;Alabama;35244;South;Technology;Accessories;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;25,98;2
2742;2016-02-27;Bruce Degenhardt;Newark;Ohio;43055;East;Office Supplies;Envelopes;Staple envelope;46,72;5
2743;2014-11-08;MaryBeth Skach;San Diego;California;92037;West;Furniture;Furnishings;"Executive Impressions 12"" Wall Clock";35,34;2
2744;2015-06-25;Stewart Carmichael;San Francisco;California;94122;West;Furniture;Furnishings;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";257,64;6
2745;2015-06-25;Stewart Carmichael;San Francisco;California;94122;West;Technology;Phones;netTALK DUO VoIP Telephone Service;125,976;3
2746;2017-08-11;Fred McMath;Jacksonville;North Carolina;28540;South;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;79,992;1
2747;2014-05-17;Kean Thornton;Franklin;Massachusetts;2038;East;Furniture;Tables;Bevis Traditional Conference Table Top, Plinth Base;700,056;3
2748;2015-11-26;Anne Pryor;Frisco;Texas;75034;Central;Technology;Accessories;SanDisk Cruzer 8 GB USB Flash Drive;27,168;4
2749;2015-12-08;Ritsa Hightower;Tallahassee;Florida;32303;South;Office Supplies;Binders;SpineVue Locking Slant-D Ring Binders by Cardinal;8,226;3
2750;2014-06-14;Carlos Soltero;Seattle;Washington;98115;West;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back;585,552;3
2751;2014-08-11;Tamara Manning;Vacaville;California;95687;West;Office Supplies;Storage;Advantus Rolling Drawer Organizers;423,28;11
2752;2014-05-30;Herbert Flentye;Los Angeles;California;90008;West;Furniture;Chairs;Hon Olson Stacker Stools;225,296;2
2753;2015-04-21;George Ashbrook;San Francisco;California;94122;West;Office Supplies;Art;Prang Drawing Pencil Set;5,56;2
2754;2015-04-21;George Ashbrook;San Francisco;California;94122;West;Technology;Accessories;Plantronics S12 Corded Telephone Headset System;323,37;3
2755;2015-04-21;George Ashbrook;San Francisco;California;94122;West;Technology;Phones;Plantronics Calisto P620-M USB Wireless Speakerphone System;783,96;5
2756;2015-04-21;George Ashbrook;San Francisco;California;94122;West;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup;1447,65;5
2757;2015-04-21;George Ashbrook;San Francisco;California;94122;West;Office Supplies;Paper;Xerox 1903;11,96;2
2758;2016-06-13;Erica Smith;New York City;New York;10035;East;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;239,97;3
2759;2016-03-15;Julie Prescott;Columbus;Georgia;31907;South;Furniture;Furnishings;"Executive Impressions 13"" Clairmont Wall Clock";76,92;4
2760;2016-03-15;Julie Prescott;Columbus;Georgia;31907;South;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart ;481,32;4
2761;2014-05-29;Dean percer;Murray;Utah;84107;West;Office Supplies;Paper;"Wirebound Service Call Books, 5 1/2"" x 4""";48,4;5
2762;2017-10-14;Neil Knudson;San Francisco;California;94110;West;Technology;Accessories;Maxell 4.7GB DVD-R 5/Pack;0,99;1
2763;2017-10-14;Neil Knudson;San Francisco;California;94110;West;Office Supplies;Binders;Canvas Sectional Post Binders;101,84;5
2764;2017-06-28;Paul Lucas;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;GBC Plasticlear Binding Covers;10,332;3
2765;2017-06-28;Paul Lucas;Philadelphia;Pennsylvania;19140;East;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;31,155;5
2766;2017-06-28;Paul Lucas;Philadelphia;Pennsylvania;19140;East;Office Supplies;Storage;Plastic Stacking Crates & Casters;8,928;2
2767;2017-01-18;Robert Waldorf;Philadelphia;Pennsylvania;19134;East;Office Supplies;Appliances;Belkin F9M820V08 8 Outlet Surge;34,384;1
2768;2017-01-18;Robert Waldorf;Philadelphia;Pennsylvania;19134;East;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;1924,16;8
2769;2015-04-07;Michael Oakman;Dallas;Texas;75220;Central;Office Supplies;Appliances;APC 7 Outlet Network SurgeArrest Surge Protector;32,192;2
2770;2015-04-07;Michael Oakman;Dallas;Texas;75220;Central;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;50,12;7
2771;2015-04-07;Michael Oakman;Dallas;Texas;75220;Central;Technology;Accessories;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;47,976;3
2772;2016-09-10;Jennifer Jackson;Waukesha;Wisconsin;53186;Central;Office Supplies;Storage;Crate-A-Files;54,5;5
2773;2017-12-12;Brian Thompson;Fort Lauderdale;Florida;33311;South;Furniture;Furnishings;Staple-based wall hangings;19,104;3
2774;2016-11-26;Rob Dowd;Detroit;Michigan;48205;Central;Office Supplies;Binders;Ibico Standard Transparent Covers;49,44;3
2775;2017-11-18;Max Ludwig;Springfield;Ohio;45503;East;Office Supplies;Paper;Xerox 222;10,368;2
2776;2016-10-25;Joel Eaton;San Diego;California;92037;West;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";154,44;3
2777;2015-12-25;Elpida Rittenbach;Colorado Springs;Colorado;80906;West;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;60,984;7
2778;2015-07-19;Jessica Myrick;Bakersfield;California;93309;West;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;195,466;2
2779;2017-05-05;Saphhira Shifley;Pompano Beach;Florida;33068;South;Furniture;Furnishings;3M Hangers With Command Adhesive;23,68;8
2780;2017-05-05;Saphhira Shifley;Pompano Beach;Florida;33068;South;Technology;Accessories;Maxell 4.7GB DVD+R 5/Pack;2,376;3
2781;2017-05-08;Toby Carlisle;New York City;New York;10035;East;Office Supplies;Labels;Avery 505;59,2;4
2782;2017-11-27;Hunter Glantz;Lakeville;Minnesota;55044;Central;Office Supplies;Art;Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow;22;10
2783;2016-11-16;Lisa DeCherney;Detroit;Michigan;48234;Central;Technology;Phones;Digium D40 VoIP phone;257,98;2
2784;2016-11-10;Alejandro Savely;Philadelphia;Pennsylvania;19134;East;Technology;Phones;Anker Astro Mini 3000mAh Ultra-Compact Portable Charger;23,988;2
2785;2016-10-15;Michael Paige;Troy;Ohio;45373;East;Technology;Phones;Mediabridge Sport Armband iPhone 5s;23,976;4
2786;2015-09-23;Cynthia Delaney;Los Angeles;California;90036;West;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;601,536;4
2787;2015-09-23;Cynthia Delaney;Los Angeles;California;90036;West;Office Supplies;Fasteners;Advantus Map Pennant Flags and Round Head Tacks;7,9;2
2788;2014-12-06;Michael Dominguez;Corpus Christi;Texas;78415;Central;Furniture;Furnishings;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;58,36;5
2789;2014-12-06;Michael Dominguez;Corpus Christi;Texas;78415;Central;Office Supplies;Art;Newell 343;16,464;7
2790;2014-12-06;Michael Dominguez;Corpus Christi;Texas;78415;Central;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;39,96;5
2791;2014-09-22;Brian Moss;Omaha;Nebraska;68104;Central;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;25,96;2
2792;2014-09-22;Brian Moss;Omaha;Nebraska;68104;Central;Office Supplies;Appliances;Acco 6 Outlet Guardian Standard Surge Suppressor;36,27;3
2793;2014-09-22;Brian Moss;Omaha;Nebraska;68104;Central;Office Supplies;Paper;Xerox 224;6,48;1
2794;2014-04-17;Kean Nguyen;Redondo Beach;California;90278;West;Technology;Phones;Pyle PMP37LED;1075,088;14
2795;2014-04-17;Kean Nguyen;Redondo Beach;California;90278;West;Technology;Phones;AT&T 1080 Corded phone;438,368;4
2796;2014-04-17;Kean Nguyen;Redondo Beach;California;90278;West;Office Supplies;Binders;Recycled Pressboard Report Cover with Reinforced Top Hinge;18,088;7
2797;2014-04-17;Kean Nguyen;Redondo Beach;California;90278;West;Furniture;Bookcases;O'Sullivan Living Dimensions 2-Shelf Bookcases;308,499;3
2798;2017-10-27;Ivan Gibson;Little Rock;Arkansas;72209;South;Office Supplies;Art;Eldon Spacemaker Box, Quick-Snap Lid, Clear;13,36;4
2799;2017-10-27;Ivan Gibson;Little Rock;Arkansas;72209;South;Office Supplies;Paper;Xerox 1884;39,96;2
2800;2017-10-27;Ivan Gibson;Little Rock;Arkansas;72209;South;Office Supplies;Binders;Binding Machine Supplies;145,85;5
2801;2016-10-28;Jill Stevenson;Miami;Florida;33180;South;Technology;Phones;Panasonic KX-TG9471B;783,96;5
2802;2015-11-04;Guy Armstrong;Salem;Oregon;97301;West;Office Supplies;Art;Lumber Crayons;7,88;1
2803;2017-11-08;Denise Leinenbach;Las Cruces;New Mexico;88001;West;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;41,37;3
2804;2015-05-16;Cindy Stewart;San Francisco;California;94122;West;Office Supplies;Paper;Xerox 1962;12,84;3
2805;2015-05-16;Cindy Stewart;San Francisco;California;94122;West;Office Supplies;Paper;Xerox 1953;25,68;6
2806;2015-09-11;Charles Crestani;El Paso;Texas;79907;Central;Furniture;Chairs;Metal Folding Chairs, Beige, 4/Carton;47,516;2
2807;2015-07-27;Michelle Huthwaite;Seattle;Washington;98115;West;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth;9,42;2
2808;2015-07-27;Michelle Huthwaite;Seattle;Washington;98115;West;Office Supplies;Paper;Xerox 228;12,96;2
2809;2015-07-27;Michelle Huthwaite;Seattle;Washington;98115;West;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;704,9;5
2810;2015-07-27;Michelle Huthwaite;Seattle;Washington;98115;West;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;561,568;2
2811;2015-11-18;Mike Pelletier;Milwaukee;Wisconsin;53209;Central;Office Supplies;Paper;Xerox 191;179,82;9
2812;2015-11-18;Mike Pelletier;Milwaukee;Wisconsin;53209;Central;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;185,58;6
2813;2015-11-18;Mike Pelletier;Milwaukee;Wisconsin;53209;Central;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;214,11;3
2814;2015-11-18;Mike Pelletier;Milwaukee;Wisconsin;53209;Central;Technology;Accessories;Logitech diNovo Edge Keyboard;999,96;4
2815;2015-11-18;Mike Pelletier;Milwaukee;Wisconsin;53209;Central;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;653,55;3
2816;2015-09-08;Daniel Raglin;Franklin;Massachusetts;2038;East;Office Supplies;Binders;Deluxe Heavy-Duty Vinyl Round Ring Binder;114,6;5
2817;2015-09-08;Daniel Raglin;Franklin;Massachusetts;2038;East;Furniture;Chairs;Global Value Steno Chair, Gray;60,74;1
2818;2015-09-08;Daniel Raglin;Franklin;Massachusetts;2038;East;Furniture;Furnishings;Deflect-o Glass Clear Studded Chair Mats;124,36;2
2819;2015-09-08;Daniel Raglin;Franklin;Massachusetts;2038;East;Office Supplies;Storage;Adjustable Depth Letter/Legal Cart;1088,76;6
2820;2016-05-08;Darrin Martin;Encinitas;California;92024;West;Office Supplies;Binders;Computer Printout Index Tabs;6,72;5
2821;2016-05-08;Darrin Martin;Encinitas;California;92024;West;Furniture;Tables;Bevis 36 x 72 Conference Tables;298,776;3
2822;2017-01-05;Brian DeCherney;Anaheim;California;92804;West;Technology;Phones;Adtran 1202752G1;302,376;3
2823;2017-09-20;Dan Campbell;Arlington;Texas;76017;Central;Office Supplies;Art;Newell 314;8,928;2
2824;2017-09-20;Dan Campbell;Arlington;Texas;76017;Central;Office Supplies;Storage;Acco Perma 2700 Stacking Storage Drawers;47,584;2
2825;2014-09-30;Michelle Tran;Houston;Texas;77041;Central;Office Supplies;Paper;Xerox 1954;33,792;8
2826;2014-09-30;Michelle Tran;Houston;Texas;77041;Central;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;300,5328;2
2827;2014-09-30;Michelle Tran;Houston;Texas;77041;Central;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos;2,724;2
2828;2014-09-30;Michelle Tran;Houston;Texas;77041;Central;Office Supplies;Envelopes;Poly String Tie Envelopes;3,264;2
2829;2016-04-26;Max Jones;Lancaster;Ohio;43130;East;Office Supplies;Paper;Embossed Ink Jet Note Cards;108,336;6
2830;2016-04-26;Max Jones;Lancaster;Ohio;43130;East;Office Supplies;Storage;Eldon Fold 'N Roll Cart System;55,92;5
2831;2016-04-26;Max Jones;Lancaster;Ohio;43130;East;Office Supplies;Paper;Xerox 1942;78,304;2
2832;2014-11-05;Natalie DeCherney;Portland;Oregon;97206;West;Office Supplies;Storage;Carina Mini System Audio Rack, Model AR050B;443,92;5
2833;2014-11-05;Natalie DeCherney;Portland;Oregon;97206;West;Technology;Phones;Plantronics Voyager Pro HD - Bluetooth Headset;155,976;3
2834;2017-01-31;Carol Adams;Hoover;Alabama;35244;South;Office Supplies;Art;Newell 311;15,47;7
2835;2017-01-31;Carol Adams;Hoover;Alabama;35244;South;Office Supplies;Binders;Avery Poly Binder Pockets;7,16;2
2836;2017-11-16;Guy Armstrong;Los Angeles;California;90036;West;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;10,89;1
2837;2017-11-16;Guy Armstrong;Los Angeles;California;90036;West;Office Supplies;Paper;Xerox 201;19,44;3
2838;2017-11-16;Guy Armstrong;Los Angeles;California;90036;West;Office Supplies;Binders;Ibico Plastic Spiral Binding Combs;121,6;5
2839;2016-06-12;Toby Carlisle;Tallahassee;Florida;32303;South;Technology;Machines;Cisco CP-7937G Unified IP Conference Station Phone;695,7;2
2840;2015-09-08;Jennifer Braxton;New York City;New York;10009;East;Office Supplies;Storage;Iceberg Mobile Mega Data/Printer Cart ;120,33;1
2841;2014-03-19;Christine Kargatis;Chesapeake;Virginia;23320;South;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;1139,92;4
2842;2017-09-04;Rob Lucas;Fayetteville;North Carolina;28314;South;Office Supplies;Paper;Xerox 1945;229,544;7
2843;2017-03-27;Anna Chung;Huntsville;Texas;77340;Central;Office Supplies;Storage;Fellowes Officeware Wire Shelving;143,728;2
2844;2017-05-22;Brosina Hoffman;Philadelphia;Pennsylvania;19140;East;Technology;Accessories;KeyTronic KT800P2 - Keyboard - Black;36,048;3
2845;2016-12-31;Brooke Gillingham;Woodstock;Illinois;60098;Central;Furniture;Chairs;Global Manager's Adjustable Task Chair, Storm;845,488;8
2846;2017-11-20;Xylona Preis;Everett;Massachusetts;2149;East;Office Supplies;Art;Stanley Bostitch Contemporary Electric Pencil Sharpeners;50,94;3
2847;2017-09-15;Skye Norling;Chicago;Illinois;60653;Central;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;762,594;3
2848;2017-04-15;Denise Monton;Roswell;Georgia;30076;South;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;56,28;6
2849;2017-04-15;Denise Monton;Roswell;Georgia;30076;South;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;2690,97;3
2850;2016-12-03;Anthony Jacobs;Palm Coast;Florida;32137;South;Office Supplies;Binders;ACCOHIDE Binder by Acco;7,434;6
2851;2016-06-05;Karen Carlisle;Philadelphia;Pennsylvania;19120;East;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;64,784;1
2852;2017-12-22;Vicky Freymann;Columbus;Indiana;47201;Central;Office Supplies;Paper;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";28,16;4
2853;2016-03-21;Susan Vittorini;Oceanside;New York;11572;East;Furniture;Furnishings;GE 4 Foot Flourescent Tube, 40 Watt;14,98;1
2854;2016-03-21;Susan Vittorini;Oceanside;New York;11572;East;Furniture;Furnishings;Master Caster Door Stop, Brown;20,32;4
2855;2017-08-20;Eleni McCrary;Franklin;Massachusetts;2038;East;Office Supplies;Storage;Neat Ideas Personal Hanging Folder Files, Black;40,29;3
2856;2017-07-31;Raymond Buch;Sioux Falls;South Dakota;57103;Central;Office Supplies;Labels;Avery 498;20,23;7
2857;2016-08-29;Don Jones;San Diego;California;92037;West;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;1603,136;4
2858;2016-08-17;Christopher Conant;Fayetteville;North Carolina;28314;South;Furniture;Chairs;Hon Olson Stacker Stools;225,296;2
2859;2017-05-23;Shahid Collister;Atlanta;Georgia;30318;South;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;67,8;4
2860;2017-05-23;Shahid Collister;Atlanta;Georgia;30318;South;Technology;Phones;Nokia Lumia 925;377,97;3
2861;2017-05-23;Shahid Collister;Atlanta;Georgia;30318;South;Furniture;Bookcases;O'Sullivan 2-Door Barrister Bookcase in Odessa Pine;1628,82;9
2862;2017-05-23;Shahid Collister;Atlanta;Georgia;30318;South;Office Supplies;Paper;Xerox 1945;286,93;7
2863;2017-08-17;Rick Hansen;Orlando;Florida;32839;South;Office Supplies;Paper;Xerox 2000;20,736;4
2864;2017-08-13;Jay Kimmel;San Francisco;California;94122;West;Office Supplies;Storage;Sterilite Officeware Hinged File Box;31,44;3
2865;2017-08-13;Jay Kimmel;San Francisco;California;94122;West;Office Supplies;Appliances;Staple holder;83,79;7
2866;2017-08-13;Jay Kimmel;San Francisco;California;94122;West;Office Supplies;Art;Newell 345;59,52;3
2867;2017-08-13;Jay Kimmel;San Francisco;California;94122;West;Office Supplies;Supplies;Staple remover;31,92;4
2868;2016-11-12;Art Foster;Toledo;Ohio;43615;East;Office Supplies;Supplies;Staple remover;14,72;5
2869;2016-11-12;Art Foster;Toledo;Ohio;43615;East;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;38,976;3
2870;2017-06-19;Lena Creighton;Saint Petersburg;Florida;33710;South;Furniture;Furnishings;Dana Swing-Arm Lamps;17,088;2
2871;2014-03-26;Beth Fritzler;Tucson;Arizona;85705;West;Office Supplies;Paper;Xerox 1951;74,352;3
2872;2014-03-26;Beth Fritzler;Tucson;Arizona;85705;West;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;314,352;3
2873;2017-06-20;Stuart Calhoun;Los Angeles;California;90036;West;Office Supplies;Art;Dixon Prang Watercolor Pencils, 10-Color Set with Brush;4,26;1
2874;2017-11-22;Scott Williamson;San Diego;California;92105;West;Office Supplies;Storage;Tennsco Regal Shelving Units;811,28;8
2875;2017-12-31;Michael Chen;New York City;New York;10035;East;Office Supplies;Fasteners;Ideal Clamps;6,03;3
2876;2016-01-23;Tamara Dahlen;San Diego;California;92037;West;Furniture;Chairs;Global Super Steno Chair;153,568;2
2877;2016-01-23;Tamara Dahlen;San Diego;California;92037;West;Furniture;Chairs;Global Ergonomic Managers Chair;1013,488;7
2878;2016-01-19;Dean percer;Westfield;New Jersey;7090;East;Office Supplies;Envelopes;Quality Park Security Envelopes;52,34;2
2879;2016-01-19;Dean percer;Westfield;New Jersey;7090;East;Office Supplies;Art;American Pencil;4,66;2
